wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
101,CLUB PRIVADO,2002,red,7.95,"Der Club Privado vereint alles, was man von einem Rioja-Roten in dieser Preisklasse erwartet. Dem stattlichen Kirschrot folgt ein ganz und gar einladendes Bouquet mit den klassischen Tempranillo-Früchten wie Brombeeren, Kirschen und Johannisbeeren und deutlichen Fass-Noten wie Vanille, Zedernholz und Toast, die vom teilweisen Ausbau in Barriques herrühren. Am Gaumen viel Schmelz zeigend, dabei vollmundig und gut balanciert. Überraschend stark das extralange Finish. Ein wunderbarer Vino Tinto zu Tapas und Tortilla und reichlich Wein für kleines Geld!",13.56%,körperreich&vollmundig,Spanien
102,VIÑA DIEZMO Crianza,2018,red,8.5,"Eine Crianza ist der perfekte Wein für diejenigen, die fassgereifte Weine lieben, aber auf Fruchtaromen nicht verzichten mögen. Der Viña Diezmo vereint Frucht und Fass mit seinen Aromen nach Schwarzkirschen, Blaubeeren und Pflaumen auf der einen Seite und Vanille, Nougat, Schokolade und Haselnüssen auf der anderen. Am Gaumen mit reifem Tannin, saftiger Frucht und bestens integrierten Holznoten, der Nachklang leicht rauchig und würzig. Viel Rioja-Rotwein zum fairen Etat. ",14.25%,körperreich&vollmundig,Spanien
103,LAR DE PAULA Oak Aged,2010,red,8.95,"Leicht florale Noten, begleitet von roter und schwarzer Frucht (Kirsche), einem Hauch Graphit und etwas getrocknete Kräuter - eine beeindruckende Mischung. Am Gaumen ebenso fruchtig, mit eleganten Tanninen im Abgang.",13.32%,mittelkräftig&ausgewogen,Spanien
104,La Mancha LUCIO MUÑOZ Colección Familiar,2010,red,8.95,"Nichts ist dem Spanier heiliger als seine Familie, wenn also eine Bodegas einen Wein ""Colección Familiar"" nennt, dann ist Großes zu erwarten. Und in der Tat: Diese Cuvée aus Tempranillo, Syrah und Merlot mit insgesamt 18 Monaten Reifezeit hat es in sich. Mit einem dichten Kirschrot mit rubinfarbenen Reflexen fließt der Wein ins Glas. Das expressive Bouquet mit roten Früchten, Weihrauch, Vanille, Toast und Kakaobohnen ist ungemein einladend. Am Gaumen mit reifer Tanninstruktur, klug integriertem Holz und bester Balance zwischen reifer Frucht, Fass und Frische. Das Finale druckvoll und lang. Ein spanischer Wein, der Kopf und Bauch zugleich anspricht.",13.76%,körperreich&vollmundig,Spanien
105,VIÑA DIEZMO Reserva,2015,red,12.3,"Rioja pur! 100 % Tempranillo, 100 % modern, 100 % saftig und fein zugleich: Die Viña Diezmo Reserva reift in den Weinbergen der Rioja Alavesa und in einem historischen Weinkeller zu einem Musterexemplar der Alavesa-Weine heran. Das geht los mit der granatroten Farbe, geht über in einen tollen Duft nach dunklen Waldfrüchten, Kuba-Tabak, reifen Süßkirschen und Fassnoten wie Edelschoko, Vanille und Toast. Und mündet am Gaumen mit sehr feingliedriger Textur, wo feinreife Struktur auf saftige Tannine trifft. Der Nachhall sehr riojanisch, wiederum mit deutlichem Fass-Charakter und reifer Frucht-Aromatik. Passt zu Lamm und Wild, kann aber auch eine kräftige Tortilla, etwa mit Chorizo, begleiten. ",14.58%,körperreich&vollmundig,Spanien
106,CLUB PRIVADO Reserva,2011,red,12.95,"Sie gehört fraglos zu den zuverlässigsten Erzeugern Spaniens: die Bodega Barón de Ley in der legendären Rioja. Jahr für Jahr präsentiert sich das Sortiment auf Top-Niveau. Die Reserva-Qualitäten sind dabei ein Botschafter des klassischen Rioja-Stils wie der hundertprozentige Tempranillo „Club Privado“. Schon wie er mit dem intensiven Rubinrot mit violetten Reflexen ins Glas fließt, macht Lust auf mehr. Das herrliche Bouquet verströmt einen einladenden Duft nach Brombeeren und Pflaumen, sowie reiche Kakao- und Mokka-Aromen vom Ausbau im Fass, was herrlich old-fashionend die Nase erfreut. Am Gaumen dicht, zeigt nobles, feinreifes Tannin, erstaunliche Länge und ein langes, cremiges Finale, das das gelungene Bild würdig abschließt!",13.71%,körperreich&vollmundig,Spanien
107,BERONIA Reserva,2018,red,13.4,"Spricht man von gereiften Weinen mit langem Fassausbau, fällt sofort der Name Rioja. Denn Weine, wie diese klassische Reserva der Bodegas Beronia (36 Monate Fasslagerung!) bieten jede Menge Trinkreife. Auch die aktuelle Edition ist wieder prachtvoll gelungen, Das geht los mit dem eleganten Bouquet mit Noten nach Kokosnuss, Süßkirschen, Vanille, Lakritze, schwarzen Beeren, Schokolade, Gewürznelken  und gekochten Zwetschgen, setzt sich am Gaumen mit dem samtig- würzig, von einem schönen Holzton geprägten Geschmack fort und endet in einem langen und ausgewogenen. leicht mineralischen Nachhall. Eine Rioja Reserva, die den Ruhm der Region weiter ausbauen wird. Servieren Sie dazu eine saftige Tortilla mit Jamón Serrano.",13.71%,körperreich&vollmundig,Spanien
108,ABADÍA LA ARROYADA Crianza,2019,red,14.95,"Was ist eigentlich das Geheimnis des Erfolges der Weine aus Ribera del Duero? Das lüftet sich vielleicht, schaut man auf die aufwendige Vinifizierung, die beispielsweise diese Crianza erfuhr: Manuelle Lese in 15 Kilogramm-Lesekörben, sorgfältige Selektion der Trauben, Fermentierung in offenen Bottichen und ein 14-monatiger Ausbau in amerikanischen und französischen Eichenfässern. Was für ein Aufwand, doch der Lohn folgt auf dem Fuße: Sattes Granatrot in der Farbe. Das opulente Bouquet erzählt von reifen Beeren, Schwarzkirschen, Gewürzen und Kräutern, alles genial vermählt mit Röstnoten und Vanille. Am Gaumen ausgewogen, kräftig-würzig, mit großer Fruchtdichte und langem Finale. ""Ein ordentliches Pfund Wein"", meinte mal ein begeisterter Kunde. So kurz, kann man es natürlich auch sagen!",14.20%,körperreich&vollmundig,Spanien
109,CELESTE Crianza,2003,red,15.95,"Er einer der klangvollsten Namen der Iberischen Halbinsel spricht man über Wein: Torres! Seit Jahrzehnten eine Institution, bringt auch sein Engagement in der Ribera del Duero erstklassige Weine hervor. Allen voran der Celeste, ein hundertprozentiger Tempranillo, der nach 12-monatigem Fassausbau mit einem dichten Rubinrot ins Glas fließt. Das intensive Bouquet verführt mit Noten nach reifen Kirschen, dunkler Schokolade, Toast und Vanille, am Gaumen erweist sich der Vino Tinto stoffig und körperreich, mit wunderbar reifen Tanninen und einer weichen Textur, ohne eine vorzügliche Länge vermissen zu lassen. Das ist Torres pur...  ",14.23%,körperreich&vollmundig,Spanien
110,VALSERRANO Reserva,2012,red,16.7,"Dass in Spanien, als katholisch geprägtes Land, die Familie einen besonders hohen Stellenwert hat, das ist allgemein bekannt. Wenn dann ein Weingut eine ""Selección de la Familia"" herausbringt, die früher nur für den privaten Genuss vorgesehen war, dann liegt was in der Luft. Oder in diesem Fall fließt was ins Glas, und wie! Ein tiefes Rubinrot setzt eine erste Duftmarke, der ein herrliches Bouquet nach Waldbeeren, Feigen, Pflaumen auf der Fruchtseite und Vanille, Kakao und Toast auf der Fassseite folgt. Am Gaumen ausgewogen, feinreife Tannine treffen auf einen tiefen Fruchtkern und genial eingebautes Holz, der Nachhall zeigt noch jede Menge Potenzial zur Weiterentwicklung, wenn man denn dieser Familien-Reserva widerstehen kann.",14.13%,körperreich&vollmundig,Spanien
111,FERRAL Priorat,2019,red,19.9,"Atemberaubende Terrassenlagen, extremes Schiefer-Terroir, ein unschlagbarer Mix aus autochthonen und internationalen Rebsorten und visionäre Winzer. Dies hat das katalanische Priorat zu einer der weltweit geachtetsten Weinregionen geformt. Celler Castellet ist Teil dieser magischen Weinwelt und bringt mit dem Ferral seine Interpretation dieser gesegneten Erde auf die Flasche. Und schon die dunkelviolette Farbe deutet an, dass man hier keineswegs um Beaujolais-Fans wirbt. Das starke Bouquet geht in die gleiche Marschrichtung und verströmt ausschweifende Aromen nach Brombeeren, reifen Kirschen, Lakritz, Eichenholz, Gewürzen, schwarzen Oliven und Toast, alles auf der kühlen Basis feiner Mineralität, die für Schwung und Durchsichtigkeit sorgt. Am Gaumen sehr intensiv: stattliche Tannine, kernige Frucht, spürbare Aromen vom 12-monatigen Ausbau in Fässern aus französischer Eiche und eine dichte Textur, der ein vielschichtiger Nachhall folgt. Toller Wein!",15.00%,körperreich&vollmundig,Spanien
112,BERONIA Gran Reserva,2018,red,23.95,"Sie ist und bleibt ein Schmuckstück des spanischen Weinbaus: die Gran Reserva! Denn sie hat das, was viele Weine heutzutage nicht mehr haben: eine lange Reifezeit hinter sich. So wie die Gran Reserva der Bodegas Beronia, die mit ihrer rubinroten Farbe mit orangenfarbenen Reflexen, dem klassischen Rioja-Duft mit Vanille, Röstaromen, eingekochten Pflaumen, Nougat und Edel-Schoko und dem sämig-cremigen Geschmack mit auf den Punkt gereiften Tanninen, einfach eine Klasse für sich ist.",14.24%,körperreich&vollmundig,Spanien
113,VALSERRANO Gran Reserva,2019,red,29,"Rioja Gran Reserva! Fallen diese drei Worte, schlagen die Herzen von Rotwein-Aficionados unweigerlich schneller. Denn sie kündigt nicht nur Spanien pur im Glas an, sondern das auch noch in der höchsten Qualitätsstufe! Und wenn sie dann noch von Bodegas de la Marquesa erzeugt wird, dann hat man quasi eine Bürgschaft für eine Ausnahme-Gran-Reserva, denn mit einer Tradition die bis 1880 zurückreicht, weiß man hier, wie ein solch aufwendig erzeugter Wein zu sein hat. Die aktuelle Edition macht da keine Ausnahme und legt mit einem dunklen Rubinrot los. Das Duftspektrum umfasst dunkle Früchte wie schwarze Pflaumen, Feigen und Datteln, der 36-monatige Ausbau im Eichenfass steuert Vanille und Kokos bei. Am Gaumen fügen sich dunkle Fruchtnoten und traumhaft eingebundene Holznoten perfekt zusammen, das Finale vereint exzellente Tanninstruktur mit fülligen Reifetönen. ",14.41%,körperreich&vollmundig,Spanien
114,THE GREAT TINTO 1 Liter,2015,red,4.95,"Typisch spanischer Genuss im Liter... Da kann man nur sagen:¡Qué bonito! Denn in den klassichen Tapa-Bars in Barcelona und Madrid serviert man den Hauswein ziemlich oft aus der Literflasche. Da kommt der Great Tinto gerade recht. Mit seiner rubinroten Farbe, dem Duft nach Süßkirschen, Pflaumen, dunklen Beeren und einer leichten Kräuternote und der samtigen, feinfruchtigen Textur am Gaumen.¡Chinchín!",12.52%,mittelkräftig&ausgewogen,Spanien
115,PURGATORI,2011,red,29.9,"Kaum ein zweiter großer Winzer schafft es mit so viel Zuverlässigkeit Weltklasseweine zu erzeugen wie Torres. Auch sein Costers del Segre-Baby Purgatori - eine Cuvée aus Cariñena, Garnacha und Syrah, die 14-18 Monate in Barriques aus französischer Nevers-Eiche ausgebaut wird - gehört ohne Zweifel zur Elite Spaniens. Ungemein dichtes, dunkles Kirschrot in der Robe, mit fast opakem Kern. Das vielgestaltige Bouquet duftet nach Cassis, Brombeeren und Kirschen, dazu mediterrane Kräuter wie Thymian, florale Noten wie Veilchen, Kakao und Rauch vom Fass und eine dezente, mineralische Note vom Graphit-Terroir. Am Gaumen intensiv, vollmundig, samtiges, reifes Tannin zeigend, elegant, tief, fleischig und wieder mit einem Schuss Mineralität. Das Finale lang und länger. Sehr beeindruckend.  ",14.64%,körperreich&vollmundig,Spanien
116,EDWARDS Cabernet Sauvignon Reserva,2014,red,7.2,"Cabernet Sauvignon ist und bleibt einer der größten Exportschlager Frankreichs. Auch in Chile ist die große Bordelaiser Rebsorte nicht mehr wegzudenken. Zum Glück, denn in kundige Hände wie die der Equipe von Viña Luis Felipe Edwards gelegt, entsteht daraus prächtiger Wein. So wundert es nicht, dass diese Cabernet Sauvignon Reserva ein Aushängeschild des Weingutes ist. Dunkelrot mit violettem Saum fließt sie ins Glas. Das reiche Bouquet überzeugt mit einem intensiven Aroma nach Cassis, Brombeeren und schwarzen Kirschen, alles genial gewürzt mit Rauch und Menthol. Am Gaumen wirkt der Wein körperreich, kräftig, saftig und fruchtig, der Nachklang glänzt nochmal mit reichlich Beerenfrucht. Bestes Preis-Qualitäts-Niveau!",14.20%,körperreich&vollmundig,Chile
117,EDWARDS Carmenère Reserva,2012,red,7.2,"Carmenère ist eine sehr alte französische Rebsorte, die lange Zeit in Vergessenheit geraten war, die aber seit einiger Zeit in Chile zu neuer Blüte erwacht ist. Dass Viña Luis Felipe Edwards sie sogar für eine Reserva nimmt, zeigt ihr Potenzial. Im Bouquet mit Düften schwarzer Beeren zusammen mit würzigen Noten von Lorbeerblatt und Lakritz. Am Gaumen rund und ausgewogen, mit weichem Tannin und einem eleganten Finale, das von der typischen Kräuterwürzigkeit der Rebsorte geprägt ist.",13.98%,körperreich&vollmundig,Chile
118,MONTES Cabernet Sauvignon Reserva,2001,red,7.95,"Ist der berühmte Montes-Engel mit dafür verantwortlich, dass geradezu göttlich gute Qualität erzeugt wird? Das wissen wir nicht. Klar ist dagegen: Die Weine dieses chilenischen Musterguts gehören zu den beliebtesten bei Jacques’. Allen voran die Cabernet Sauvignon Reserva! Gediehen auf steilen Hanglagen, nur 22 Kilometer vom Pazifik entfernt, weist sie die ebenso großartige wie unverwechselbare Montes-Stilistik auf: Mit tiefdunklem Rot in der Farbe, einem expressiven Bouquet nach Cassis, Pflaumen, Waldfrüchten und Paprika und der stoffigen, saftigen, fülligen Art am Gaumen, die mit vollreifem Tannin und rauchigen Eindrücken im Finale komplettiert wird. Montes Cabernet Sauvignon Reserva? Geht immer!",14.45%,körperreich&vollmundig,Chile
119,MONTES Angel's Selection,2016,red,7.5,"Auf Carmenère sind Chiles Winzer besonders stolz! Zu Recht, denn nirgendwo anders setzte sich diese alte Bordelaiser Rebsorte so erfolgreich durch wie in dem schmalen Anden-Land. Dass sie auch bei den Montes eine große Rolle spielt, das beweist der Riesen-Erfolg der Angel's Selection, wo sie zusammen mit Cabernet Sauvignon eine himmlische Cuvée eingeht. Im satten Rubinrot funkelt sie im Glas. Das verführerische Bouquet strotzt nur so vor Früchten wie Brombeeren, Schwarze Johannisbeeren, reife Pflaumen und Kirschen, alles perfekt verbunden mit würzigen und rauchigen Aromen. Am Gaumen gehaltvoll, ausgewogen, mit reifem Tannin, saftiger Frucht und elegantem Nachhall. Wenn Engel einen Wein auswählen…  ",14.54%,körperreich&vollmundig,Chile
120,DE MARTINO Enigma,2013,red,9.9,"Dass man in Chile mit französischen Rebsorten umzugehen weiß, das ist sicher kein Geheimnis, doch wie man bei De Martino damit verfährt, ist nochmal eine Nummer für sich. Der Enigma lädt mit einer dunkelroten, fast schwarzen Farbe ein. Das üppige Bouquet mit Schwarzen Johannisbeeren, saftigen Heidelbeeren, Kirschlikör, wilden Kräutern und Kokos-Schoko-Noten ist zum Reinlegen. Der Auftritt am Gaumen kommt nicht minder stark daher. Würzig, kräftig, eindrucksvoll, strukturiert und fruchtintensiv, bekommt man hier eine New World-Cuvée aus Alte-Welt-Reben, die sich gewaschen hat. Bravo, für diese Leistung!",13.95%,körperreich&vollmundig,Chile
121,MONTES Alpha Syrah,2020,red,15.2,"Es ist schon erstaunlich, was die Crew von Montes auch in die Hand nimmt, es wird ein Prachtwein daraus. Dieser Syrah mit seiner Komplexität und Vielschichtigkeit macht da keine Ausnahme. Das Bouquet startet mit Süßkirschen, Schwarzen Johannisbeeren und Kräutern, bis sich auch Noten von Vanille und Nelke offenbaren. Am Gaumen wirkt der Wein elegant mit weichem Tannin und einem langen, sanft-cremigen Nachhall. Syrah à la Montes mit südamerikanischem Akzent.",14.94%,körperreich&vollmundig,Chile
122,MONTES Alpha Cabernet Sauvignon,2003,red,15.2,"Aurelio Montes kann man ohne jede Einschränkung als einen der großen Pioniere des chilenischen Weinbaus bezeichnen. Schon Ende der 1980er Jahre zielten seine Bestrebungen auf die Erzeugung hochwertiger Qualität mit gleichzeitig klar erkennbarer chilenischer Handschrift. Einer seiner frühen Geniestreiche war der Montes Alpha, ein Cabernet Sauvignon, der erstmals in den 1990er Jahren bei Jacques’ in die Depots kam. Mittlerweile wird er von seinem Sohn Aurelio Montes junior in Szene gesetzt, und auch er gibt der aktuellen Edition alles, was den Montes  Alpha seit so langer Zeit erfolgreich macht. Eine dichte, schwarzrote Farbe, ein üppig-fruchtiges Bouquet, glänzend integrierte Barrique-Noten und ein erstaunlich großes Reifepotenzial. ",14.84%,körperreich&vollmundig,Chile
123,MONTES Alpha M,2006,red,69,"Der Montes Alpha M gehört ohne Frage zu den ganz großen chilenischen Wein-Ikonen. Bereits Anfang der 1990er Jahre das erste Mal veröffentlich, ist er seitdem besser und besser geworden. Diese Edition macht da keine Ausnahme. Die tiefschwarze Farbe bildet den Auftakt zu einem wahren Wein-Spektakel. Das ungemein dichte Bukett zeigt alles, was ein New World Bordeaux-Blend bieten muss: Cassis, reife Brombeeren, Schwarzkirsche, Kräuter, Gewürze, Vanille, Toast und Röstaromen. Da wird die Nase Augen machen! Auch am Gaumen dicht, strukturiert, kompakt, würzig und mit phantastischer Balance zwischen Frucht, Fass und Tannin. Schon jetzt ein Wein-Riese, doch mit reichlich Reife-Potenzial und Zukunft gesegnet. ",15.19%,körperreich&vollmundig,Chile
124,HIRSCH Lemberger,2015,red,7.95,"Württemberger Spezialität in bewährter Hirsch-Qualität zum bemerkenswert fairen Preis. Deutliche Aromen von Schwarzkirsche, die als erstes aus dem Glas springen, dicht gefolgt von neuem Leder und zartem Rauch. Am Gaumen kräftig, würzig, rund und sehr harmonisch. Passt prima zu klassischen Wildbraten mit Spätzle.",13.48%,körperreich&vollmundig,Deutschland
